ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
218823945,10/06/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,104,0,45-64,M,ASIAN / PACIFIC ISLANDER,1013764,195875,40.70426739000004,-73.89355375999997,POINT (-73.89355375999997 40.70426739000004)
218812664,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
218796678,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,42,2,25-44,F,BLACK,1008691,238872,40.82229848500003,-73.91169413099993,POINT (-73.91169413099993 40.82229848500003)
218808168,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,69,0,18-24,M,BLACK,1010576,175629,40.64870676900005,-73.90513094099998,POINT (-73.90513094099998 40.64870676900005)
218808170,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601501,F,K,90,0,45-64,M,BLACK,998452,198110,40.710439759000046,-73.94877457999998,POINT (-73.94877457999998 40.710439759000046)
218804137,10/06/2020,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,B,45,0,45-64,M,WHITE,1027827,244188,40.83681568800005,-73.84251979099997,POINT (-73.84251979099997 40.83681568800005)
218804158,10/06/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,14,0,18-24,F,BLACK,985802,213781,40.75346407600006,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
218784239,10/06/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,107,0,<18,M,WHITE HISPANIC,1036628,204948,40.72906475000008,-73.81102013199995,POINT (-73.81102013199995 40.72906475000008)
218796684,10/06/2020,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,52,0,18-24,M,BLACK,1009652,255446,40.86778652200008,-73.90815917899994,POINT (-73.90815917899994 40.86778652200008)
218796690,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,84,0,18-24,F,BLACK,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
218829967,10/06/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553501,F,Q,113,0,45-64,M,BLACK,1044851,192366,40.69447774100007,-73.78146467999993,POINT (-73.78146467999994 40.69447774100007)
218816759,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,61,0,25-44,M,WHITE HISPANIC,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
218808191,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,104,0,25-44,F,WHITE,1018290,196348,40.70554940900007,-73.87722753499997,POINT (-73.87722753499997 40.70554940900007)
218784217,10/06/2020,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,46,0,45-64,M,BLACK,1011751,250275,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002)
218777421,10/06/2020,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,105,0,25-44,M,BLACK,1057349,201031,40.718166613000044,-73.73630110399995,POINT (-73.73630110399995 40.718166613000044)
218782046,10/06/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,3,25-44,M,WHITE HISPANIC,986882,214802,40.75626620700007,-73.99050124799999,POINT (-73.99050124799999 40.75626620700007)
218808189,10/06/2020,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,Q,113,0,18-24,M,BLACK,1046624,184398,40.67259514700004,-73.77514474599997,POINT (-73.77514474599997 40.67259514700004)
218800481,10/06/2020,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,60,2,25-44,M,BLACK,989949,154057,40.58953340100004,-73.97948226399996,POINT (-73.97948226399996 40.58953340100004)
218784221,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
218788517,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,25-44,M,WHITE,1016487,213971,40.75392695200002,-73.88364607899997,POINT (-73.88364607899997 40.75392695200002)
218829948,10/06/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,B,44,0,25-44,M,WHITE HISPANIC,1004809,243208,40.83420945200004,-73.92570681899997,POINT (-73.92570681899997 40.83420945200004)
218796685,10/06/2020,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,62,0,25-44,M,ASIAN / PACIFIC ISLANDER,990571,159863,40.60546927900003,-73.97723732999998,POINT (-73.97723732999998 40.60546927900003)
218793270,10/06/2020,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,B,41,72,18-24,M,BLACK,1017934,232221,40.804012949000025,-73.87833183299993,POINT (-73.87833183299993 40.804012949000025)
218788508,10/06/2020,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1452300,F,M,18,0,45-64,M,BLACK,987618,219846,40.770110440000046,-73.98784212899994,POINT (-73.98784212899994 40.770110440000046)
218820174,10/06/2020,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,B,41,0,25-44,M,BLACK,1017934,232221,40.804012949000025,-73.87833183299993,POINT (-73.87833183299993 40.804012949000025)
218804136,10/06/2020,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155002,M,B,47,0,45-64,M,BLACK,1026608,258787,40.876891452000045,-73.84683284299997,POINT (-73.84683284299997 40.87689145200005)
218812659,10/06/2020,115,RECKLESS ENDANGERMENT 2,355,OFFENSES AGAINST THE PERSON,PL 1202000,M,B,42,71,45-64,F,BLACK,1014449,241463,40.829392231000035,-73.89087836599998,POINT (-73.89087836599998 40.829392231000035)
218829952,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,K,75,0,<18,M,BLACK,1017000,183886,40.67134897500005,-73.88194081899996,POINT (-73.88194081899996 40.67134897500005)
218804166,10/06/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,115,0,25-44,M,WHITE HISPANIC,1018699,215043,40.75686097700003,-73.87565666399996,POINT (-73.87565666399996 40.75686097700003)
218804138,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,41,0,25-44,M,BLACK HISPANIC,1012024,237448,40.818380158000025,-73.89965763399994,POINT (-73.89965763399994 40.818380158000025)
218788521,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0,25-44,M,BLACK,962822,174282,40.645022746000045,-74.077216847,POINT (-74.077216847 40.645022746000045)
218800482,10/06/2020,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,10,0,25-44,M,BLACK,984410,210339,40.74401678600003,-73.99942403499993,POINT (-73.99942403499993 40.74401678600003)
218777758,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,45-64,M,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
218829964,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,113,0,45-64,M,BLACK,1044851,192366,40.69447774100007,-73.78146467999993,POINT (-73.78146467999994 40.69447774100007)
218823944,10/06/2020,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,Q,113,0,45-64,M,BLACK,1039630,186092,40.67729129700007,-73.80034392799998,POINT (-73.80034392799998 40.67729129700007)
218804154,10/06/2020,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,M,7,0,45-64,M,BLACK,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
218772558,10/06/2020,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,M,9,0,18-24,M,WHITE,986422,205556,40.730888367000034,-73.99216460199995,POINT (-73.99216460199995 40.730888367000034)
218788516,10/06/2020,157,RAPE 1,104,RAPE,PL 1303501,F,Q,112,0,18-24,M,BLACK HISPANIC,1025420,202485,40.72236368700004,-73.85147389399998,POINT (-73.85147389399998 40.72236368700005)
218816758,10/06/2020,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,73,0,25-44,M,BLACK,1011082,180980,40.66339256800006,-73.90328619099995,POINT (-73.90328619099995 40.66339256800006)
218790573,10/06/2020,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,B,41,72,18-24,M,BLACK,1017934,232221,40.804012949000025,-73.87833183299993,POINT (-73.87833183299993 40.804012949000025)
218796683,10/06/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,52,0,18-24,F,BLACK,1017440,256046,40.86940749200004,-73.87999831299999,POINT (-73.87999831299999 40.86940749200004)
218800487,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,34,0,25-44,M,BLACK,1002162,249364,40.851111636000034,-73.93525591199995,POINT (-73.93525591199995 40.851111636000034)
218796693,10/06/2020,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,13,1,45-64,M,WHITE,988874,207673,40.736698070000045,-73.98331602599995,POINT (-73.98331602599995 40.736698070000045)
218829620,10/06/2020,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,B,50,0,25-44,M,BLACK HISPANIC,1011445,263210,40.88909094600007,-73.90164497999997,POINT (-73.90164497999997 40.88909094600007)
218816776,10/06/2020,563,PROSTITUTION,356,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,Q,110,0,18-24,F,WHITE HISPANIC,1024833,212812,40.75071142900004,-73.85352929499999,POINT (-73.85352929499999 40.75071142900004)
218816765,10/06/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,10,0,18-24,M,BLACK,984686,209908,40.74283378800004,-73.99842802399996,POINT (-73.99842802399996 40.74283378800004)
218826919,10/06/2020,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,44,0,<18,F,WHITE HISPANIC,1007509,244581,40.837971242000044,-73.91594499799999,POINT (-73.91594499799999 40.837971242000044)
218800484,10/06/2020,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,25,0,45-64,M,WHITE HISPANIC,1001312,231864,40.80308081300007,-73.93837286099993,POINT (-73.93837286099993 40.80308081300007)
218823953,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,Q,102,0,25-44,M,BLACK,1022152,186812,40.67935962000007,-73.86335192499998,POINT (-73.86335192499998 40.67935962000007)
218823931,10/06/2020,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,47,0,45-64,M,BLACK,1021592,258067,40.87493792400005,-73.86497492699993,POINT (-73.86497492699993 40.87493792400005)
218782035,10/06/2020,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,43,0,18-24,M,BLACK,1023943,241186,40.828594383000045,-73.85657380399994,POINT (-73.85657380399994 40.828594383000045)
218793282,10/06/2020,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,67,0,25-44,F,BLACK,1006329,177267,40.653214329000036,-73.92043040299995,POINT (-73.92043040299995 40.653214329000036)
218829949,10/06/2020,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,49,0,25-44,M,WHITE,1022151,249832,40.85233298100008,-73.86300018899993,POINT (-73.86300018899993 40.85233298100008)
218800477,10/06/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,B,41,0,25-44,M,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.89582435399994,POINT (-73.89582435399994 40.81608766100004)
218808165,10/06/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553501,F,K,73,0,25-44,M,BLACK,1010298,184975,40.67436028900005,-73.90609665999993,POINT (-73.90609665999993 40.67436028900005)
218823949,10/06/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,112,0,65+,M,WHITE,1023165,197561,40.70885870700005,-73.85963762799997,POINT (-73.85963762799997 40.70885870700005)
218830052,10/06/2020,500,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2202101,F,M,23,0,18-24,M,BLACK,998677,228166,40.79293550500005,-73.94789852199995,POINT (-73.94789852199995 40.79293550500005)
218830057,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,Q,106,0,25-44,M,WHITE HISPANIC,1030566,189135,40.685695691000035,-73.83300071199994,POINT (-73.83300071199994 40.685695691000035)
218823941,10/06/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,105,0,25-44,M,ASIAN / PACIFIC ISLANDER,1054850,202084,40.72107712900004,-73.745305004,POINT (-73.745305004 40.72107712900004)
218777762,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,114,0,45-64,M,BLACK,998827,217955,40.76490876100007,-73.94737895099996,POINT (-73.94737895099996 40.76490876100007)
218784222,10/06/2020,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,45-64,M,BLACK,1013232,236725,40.816391847000034,-73.89529641399997,POINT (-73.89529641399997 40.816391847000034)
218788510,10/06/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,25,0,25-44,M,WHITE HISPANIC,1000598,231062,40.800880893000055,-73.94095380699997,POINT (-73.94095380699997 40.800880893000055)
218820185,10/06/2020,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,108,0,45-64,F,WHITE HISPANIC,1011019,209415,40.74144012700003,-73.90340024899997,POINT (-73.90340024899997 40.74144012700004)
218823942,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,104,0,25-44,F,WHITE,1022925,197845,40.70963927200007,-73.86050165799998,POINT (-73.86050165799998 40.70963927200007)
218812653,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601503,F,B,49,0,18-24,M,WHITE HISPANIC,1019600,246163,40.84227324600005,-73.87224065199997,POINT (-73.87224065199997 40.84227324600005)
218784226,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,62,0,25-44,M,WHITE HISPANIC,983503,158624,40.60207069800003,-74.00269150899999,POINT (-74.00269150899999 40.60207069800003)
218816768,10/06/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,M,WHITE,987220,212676,40.75043076800005,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
218779256,10/06/2020,643,"ASSEMBLY,UNLAWFUL",361,OFF. AGNST PUB ORD SENSBLTY &,PL 2401000,M,M,6,0,18-24,F,WHITE HISPANIC,986118,205082,40.72958742200007,-73.99326160299995,POINT (-73.99326160299995 40.72958742200007)
218780381,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,6,0,25-44,M,BLACK,984649,204461,40.727883116000044,-73.99856187099994,POINT (-73.99856187099994 40.727883116000044)
218793290,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,110,0,25-44,M,BLACK,1026153,208450,40.73873269000006,-73.84879233499998,POINT (-73.84879233499998 40.73873269000006)
218808185,10/06/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,1,0,45-64,F,BLACK,983456,203732,40.72588216200006,-74.00286608299997,POINT (-74.00286608299997 40.72588216200006)
218796682,10/06/2020,507,"CONTROLLED SUBSTANCE, POSSESSI",117,DANGEROUS DRUGS,PL 2200603,F,B,50,0,25-44,M,WHITE HISPANIC,1011711,260087,40.88051846800005,-73.90069574099994,POINT (-73.90069574099994 40.88051846800005)
218826931,10/06/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,106,0,25-44,F,WHITE HISPANIC,1028713,187853,40.68218640100008,-73.83969048299997,POINT (-73.83969048299997 40.68218640100008)
218782040,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 1950700,F,M,6,0,25-44,F,WHITE,986118,205082,40.72958742200007,-73.99326160299995,POINT (-73.99326160299995 40.72958742200007)
218812676,10/06/2020,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,M,23,0,25-44,F,WHITE HISPANIC,998730,226827,40.78926022400003,-73.94771000099996,POINT (-73.94771000099996 40.78926022400003)
218793285,10/06/2020,475,UNAUTH. SALE OF TRANS. SERVICE,343,THEFT OF SERVICES,PL 1651601,M,M,7,1,25-44,M,BLACK,986967,199425,40.71406010100003,-73.99020064699994,POINT (-73.99020064699994 40.71406010100003)
218800492,10/06/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,114,0,45-64,M,WHITE HISPANIC,1009379,221086,40.773478844000074,-73.90927488799997,POINT (-73.90927488799997 40.773478844000074)
218830196,10/06/2020,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,90,0,25-44,M,BLACK HISPANIC,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
218816771,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200508,F,Q,104,0,25-44,F,WHITE HISPANIC,1014912,206444,40.73327283200007,-73.88936514799997,POINT (-73.88936514799997 40.73327283200007)
218793286,10/06/2020,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,M,28,0,45-64,M,BLACK,997440,233857,40.80855767700007,-73.95235475399994,POINT (-73.95235475399994 40.808557677000074)
218816760,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,72,0,18-24,F,WHITE HISPANIC,981629,174612,40.645954062000044,-74.00944629899993,POINT (-74.00944629899993 40.645954062000044)
218823935,10/06/2020,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,75,0,18-24,M,WHITE HISPANIC,1020266,190947,40.69071711400005,-73.87012947899994,POINT (-73.87012947899994 40.69071711400005)
218808180,10/06/2020,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,10,0,25-44,M,BLACK,984686,209908,40.74283378800004,-73.99842802399996,POINT (-73.99842802399996 40.74283378800004)
218784235,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,13,0,25-44,M,BLACK,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
218816780,10/06/2020,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
218782048,10/06/2020,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,Q,112,0,45-64,M,UNKNOWN,1025420,202485,40.72236368700004,-73.85147389399998,POINT (-73.85147389399998 40.72236368700005)
218830042,10/06/2020,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,63,2,18-24,M,BLACK,1006135,170016,40.633312379000074,-73.92115308499997,POINT (-73.92115308499997 40.633312379000074)
218826922,10/06/2020,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,62,0,<18,M,WHITE,983503,158624,40.60207069800003,-74.00269150899999,POINT (-74.00269150899999 40.60207069800003)
218812652,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,40,2,45-64,F,WHITE HISPANIC,1006709,238639,40.82166422800003,-73.91885603399999,POINT (-73.91885603399999 40.82166422800004)
218777422,10/06/2020,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,120,0,25-44,M,BLACK,960040,174186,40.64475207900006,-74.08724138199995,POINT (-74.08724138199995 40.64475207900006)
218829960,10/06/2020,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,32,0,25-44,M,WHITE HISPANIC,998854,236861,40.81680059700005,-73.94724037699996,POINT (-73.94724037699996 40.81680059700005)
218777417,10/06/2020,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,M,32,0,25-44,M,WHITE HISPANIC,1000493,236572,40.81600451200006,-73.94131972799995,POINT (-73.94131972799995 40.81600451200006)
218812650,10/06/2020,297,"FACILITATION 4, CRIMINAL",354,ANTICIPATORY OFFENSES,PL 1150000,M,B,46,0,45-64,M,BLACK HISPANIC,1011827,252545,40.859817632000045,-73.90030729499993,POINT (-73.90030729499993 40.85981763200005)
218830045,10/06/2020,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,63,2,18-24,M,BLACK,1006135,170016,40.633312379000074,-73.92115308499997,POINT (-73.92115308499997 40.633312379000074)
218816756,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,46,0,45-64,M,BLACK,1011875,251095,40.85583766800004,-73.90013974599998,POINT (-73.90013974599998 40.85583766800004)
218790567,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,B,43,0,<18,M,BLACK HISPANIC,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
218793274,10/06/2020,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,47,0,18-24,M,BLACK HISPANIC,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
218816778,10/06/2020,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
218790572,10/06/2020,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,<18,F,BLACK,1023551,263366,40.88947350500007,-73.85786021699995,POINT (-73.85786021699995 40.88947350500007)
218829626,10/06/2020,662,MATERIAL              OFFENSIV,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2451500,M,K,72,0,25-44,M,BLACK,984779,181608,40.665156927000055,-73.99809462699994,POINT (-73.99809462699994 40.665156927000055)
218830190,10/06/2020,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,40,0,25-44,F,BLACK,1005484,232596,40.805080912000044,-73.92330113099996,POINT (-73.92330113099996 40.805080912000044)
218808157,10/06/2020,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
218830620,10/06/2020,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,Q,113,0,18-24,M,BLACK,1048498,185847,40.67655891100002,-73.76837524199995,POINT (-73.76837524199995 40.67655891100002)
218823936,10/06/2020,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601002,F,M,9,0,25-44,M,WHITE HISPANIC,989299,202385,40.72218356800005,-73.98178640599998,POINT (-73.98178640599998 40.72218356800005)
218830199,10/06/2020,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,23,0,18-24,M,BLACK,998677,228166,40.79293550500005,-73.94789852199995,POINT (-73.94789852199995 40.79293550500005)
218808186,10/06/2020,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,CRIMINAL MISCHIEF & RELATED OF,PL 1456002,M,Q,112,0,45-64,M,WHITE,1025532,197219,40.70790927300004,-73.85110212799998,POINT (-73.85110212799998 40.70790927300004)
218777761,10/06/2020,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,M,10,0,25-44,F,BLACK,985006,216305,40.76039191700004,-73.99727249899996,POINT (-73.99727249899996 40.76039191700004)
218772199,10/06/2020,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,M,5,0,18-24,M,WHITE HISPANIC,983125,199091,40.71314369600003,-74.00405950599996,POINT (-74.00405950599996 40.71314369600003)
218829950,10/06/2020,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,83,0,25-44,M,BLACK,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
218804134,10/06/2020,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,25-44,M,BLACK,1013232,236725,40.816391847000034,-73.89529641399997,POINT (-73.89529641399997 40.816391847000034)
