"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"1500000US360470145004","Block Group 4, Census Tract 145, Kings County, New York","897","252","null","null","585","209","null","null","22","35","null","null","0","12","null","null","102","72","null","null","0","12","null","null","88","null","137","null","100","79","null","null","0","12","null","null","100","79","null","null",
"1500000US360470147001","Block Group 1, Census Tract 147, Kings County, New York","947","242","null","null","583","170","null","null","53","42","null","null","0","12","null","null","64","49","null","null","0","12","null","null","162","null","144","null","85","63","null","null","0","12","null","null","85","63","null","null",
"1500000US360470147002","Block Group 2, Census Tract 147, Kings County, New York","1699","354","null","null","1138","268","null","null","13","21","null","null","0","12","null","null","102","70","null","null","0","12","null","null","162","null","143","null","284","198","null","null","7","9","null","null","277","198","null","null",
"1500000US360470148001","Block Group 1, Census Tract 148, Kings County, New York","643","234","null","null","388","122","null","null","0","12","null","null","0","12","null","null","141","142","null","null","0","12","null","null","114","null","156","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470148002","Block Group 2, Census Tract 148, Kings County, New York","599","171","null","null","516","161","null","null","0","12","null","null","0","12","null","null","58","49","null","null","0","12","null","null","19","null","20","null","6","9","null","null","6","9","null","null","0","12","null","null",
"1500000US360470149011","Block Group 1, Census Tract 149.01, Kings County, New York","752","245","null","null","689","227","null","null","0","12","null","null","0","12","null","null","20","24","null","null","0","12","null","null","18","null","30","null","25","34","null","null","0","12","null","null","25","34","null","null",
"1500000US360470149012","Block Group 2, Census Tract 149.01, Kings County, New York","726","251","null","null","659","254","null","null","43","35","null","null","0","12","null","null","20","23","null","null","0","12","null","null","0","null","12","null","4","9","null","null","4","9","null","null","0","12","null","null",
"1500000US360470149021","Block Group 1, Census Tract 149.02, Kings County, New York","2230","488","null","null","1831","465","null","null","0","12","null","null","0","12","null","null","130","131","null","null","0","12","null","null","198","null","194","null","71","85","null","null","0","12","null","null","71","85","null","null",
"1500000US360470149022","Block Group 2, Census Tract 149.02, Kings County, New York","1243","630","null","null","1096","603","null","null","10","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","98","null","164","null","39","52","null","null","9","20","null","null","30","48","null","null",
"1500000US360470149023","Block Group 3, Census Tract 149.02, Kings County, New York","1096","502","null","null","856","390","null","null","0","12","null","null","0","12","null","null","180","274","null","null","0","12","null","null","0","null","12","null","60","68","null","null","0","12","null","null","60","68","null","null",
"1500000US360470150001","Block Group 1, Census Tract 150, Kings County, New York","790","160","null","null","570","139","null","null","2","4","null","null","0","12","null","null","195","111","null","null","0","12","null","null","9","null","14","null","14","17","null","null","0","12","null","null","14","17","null","null",
"1500000US360470150002","Block Group 2, Census Tract 150, Kings County, New York","802","206","null","null","610","208","null","null","2","9","null","null","0","12","null","null","139","87","null","null","0","12","null","null","26","null","35","null","25","27","null","null","5","7","null","null","20","25","null","null",
"1500000US360470151001","Block Group 1, Census Tract 151, Kings County, New York","1115","293","null","null","961","273","null","null","5","8","null","null","0","12","null","null","122","107","null","null","0","12","null","null","0","null","12","null","27","24","null","null","0","12","null","null","27","24","null","null",
"1500000US360470151002","Block Group 2, Census Tract 151, Kings County, New York","911","250","null","null","751","249","null","null","32","41","null","null","0","12","null","null","75","49","null","null","0","12","null","null","0","null","12","null","53","43","null","null","0","12","null","null","53","43","null","null",
"1500000US360470151003","Block Group 3, Census Tract 151, Kings County, New York","1388","356","null","null","1139","340","null","null","0","12","null","null","0","12","null","null","139","66","null","null","0","12","null","null","17","null","25","null","93","97","null","null","0","12","null","null","93","97","null","null",
"1500000US360470151004","Block Group 4, Census Tract 151, Kings County, New York","756","227","null","null","638","187","null","null","18","29","null","null","0","12","null","null","67","51","null","null","0","12","null","null","4","null","6","null","29","36","null","null","0","12","null","null","29","36","null","null",
"1500000US360470152001","Block Group 1, Census Tract 152, Kings County, New York","847","328","null","null","592","299","null","null","0","12","null","null","0","12","null","null","178","106","null","null","0","12","null","null","21","null","28","null","56","90","null","null","56","90","null","null","0","12","null","null",
"1500000US360470152002","Block Group 2, Census Tract 152, Kings County, New York","972","195","null","null","548","175","null","null","148","97","null","null","0","12","null","null","137","102","null","null","0","12","null","null","122","null","153","null","17","21","null","null","17","21","null","null","0","12","null","null",
"1500000US360470152003","Block Group 3, Census Tract 152, Kings County, New York","831","215","null","null","349","101","null","null","3","8","null","null","0","12","null","null","441","208","null","null","0","12","null","null","0","null","12","null","38","60","null","null","4","7","null","null","34","60","null","null",
"1500000US360470153001","Block Group 1, Census Tract 153, Kings County, New York","161","77","null","null","81","39","null","null","47","31","null","null","0","12","null","null","18","28","null","null","0","12","null","null","2","null","4","null","13","19","null","null","6","12","null","null","7","14","null","null",
"1500000US360470153002","Block Group 2, Census Tract 153, Kings County, New York","745","163","null","null","563","152","null","null","48","54","null","null","0","12","null","null","72","44","null","null","0","12","null","null","36","null","35","null","26","21","null","null","0","12","null","null","26","21","null","null",
"1500000US360470153003","Block Group 3, Census Tract 153, Kings County, New York","932","228","null","null","646","142","null","null","29","20","null","null","0","12","null","null","34","35","null","null","0","12","null","null","6","null","9","null","217","204","null","null","186","204","null","null","31","28","null","null",
"1500000US360470153004","Block Group 4, Census Tract 153, Kings County, New York","692","180","null","null","671","175","null","null","0","12","null","null","0","12","null","null","8","12","null","null","0","12","null","null","0","null","12","null","13","21","null","null","0","12","null","null","13","21","null","null",
"1500000US360470154001","Block Group 1, Census Tract 154, Kings County, New York","10","12","null","null","0","12","null","null","10","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470155001","Block Group 1, Census Tract 155, Kings County, New York","505","171","null","null","382","135","null","null","97","106","null","null","0","12","null","null","14","15","null","null","0","12","null","null","0","null","12","null","12","20","null","null","0","12","null","null","12","20","null","null",
"1500000US360470155002","Block Group 2, Census Tract 155, Kings County, New York","1286","269","null","null","928","254","null","null","162","154","null","null","29","46","null","null","72","70","null","null","0","12","null","null","0","null","12","null","95","73","null","null","9","14","null","null","86","72","null","null",
"1500000US360470155003","Block Group 3, Census Tract 155, Kings County, New York","910","241","null","null","694","181","null","null","6","9","null","null","0","12","null","null","20","23","null","null","0","12","null","null","0","null","12","null","190","200","null","null","0","12","null","null","190","200","null","null",
"1500000US360470155004","Block Group 4, Census Tract 155, Kings County, New York","1226","359","null","null","842","293","null","null","65","79","null","null","0","12","null","null","58","71","null","null","0","12","null","null","32","null","34","null","229","211","null","null","98","114","null","null","131","142","null","null",
"1500000US360470157001","Block Group 1, Census Tract 157, Kings County, New York","1303","303","null","null","980","236","null","null","16","27","null","null","0","12","null","null","193","137","null","null","0","12","null","null","0","null","12","null","114","102","null","null","100","99","null","null","14","22","null","null",
"1500000US360470157002","Block Group 2, Census Tract 157, Kings County, New York","773","248","null","null","736","241","null","null","19","29","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","18","27","null","null","18","27","null","null","0","12","null","null",
"1500000US360470157003","Block Group 3, Census Tract 157, Kings County, New York","1254","351","null","null","852","266","null","null","125","95","null","null","0","12","null","null","147","170","null","null","0","12","null","null","0","null","12","null","130","144","null","null","22","35","null","null","108","115","null","null",
"1500000US360470157004","Block Group 4, Census Tract 157, Kings County, New York","1002","535","null","null","615","328","null","null","18","29","null","null","0","12","null","null","264","226","null","null","0","12","null","null","0","null","12","null","105","105","null","null","21","38","null","null","84","99","null","null",
"1500000US360470159001","Block Group 1, Census Tract 159, Kings County, New York","1175","534","null","null","941","506","null","null","0","12","null","null","0","12","null","null","131","124","null","null","0","12","null","null","23","null","31","null","80","94","null","null","25","38","null","null","55","86","null","null",
"1500000US360470159002","Block Group 2, Census Tract 159, Kings County, New York","595","197","null","null","369","152","null","null","94","84","null","null","0","12","null","null","25","30","null","null","0","12","null","null","44","null","71","null","63","104","null","null","0","12","null","null","63","104","null","null",
"1500000US360470159003","Block Group 3, Census Tract 159, Kings County, New York","564","221","null","null","433","223","null","null","53","52","null","null","0","12","null","null","49","64","null","null","0","12","null","null","17","null","30","null","12","22","null","null","0","12","null","null","12","22","null","null",
"1500000US360470159004","Block Group 4, Census Tract 159, Kings County, New York","1014","269","null","null","851","243","null","null","1","3","null","null","0","12","null","null","98","95","null","null","0","12","null","null","23","null","62","null","41","58","null","null","36","58","null","null","5","14","null","null",
"1500000US360470159005","Block Group 5, Census Tract 159, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470159006","Block Group 6, Census Tract 159, Kings County, New York","1430","378","null","null","1054","295","null","null","170","210","null","null","0","12","null","null","78","76","null","null","0","12","null","null","57","null","85","null","71","92","null","null","0","12","null","null","71","92","null","null",
"1500000US360470160001","Block Group 1, Census Tract 160, Kings County, New York","1488","405","null","null","931","319","null","null","34","38","null","null","0","12","null","null","292","212","null","null","19","29","null","null","108","null","119","null","104","145","null","null","86","140","null","null","18","29","null","null",
"1500000US360470160002","Block Group 2, Census Tract 160, Kings County, New York","993","358","null","null","542","263","null","null","135","211","null","null","0","12","null","null","150","114","null","null","0","12","null","null","112","null","88","null","54","84","null","null","54","84","null","null","0","12","null","null",
"1500000US360470160003","Block Group 3, Census Tract 160, Kings County, New York","746","245","null","null","448","189","null","null","41","42","null","null","0","12","null","null","219","154","null","null","0","12","null","null","18","null","27","null","20","30","null","null","20","30","null","null","0","12","null","null",
"1500000US360470160004","Block Group 4, Census Tract 160, Kings County, New York","907","490","null","null","627","449","null","null","37","44","null","null","0","12","null","null","100","65","null","null","0","12","null","null","0","null","12","null","143","118","null","null","90","97","null","null","53","65","null","null",
"1500000US360470161001","Block Group 1, Census Tract 161, Kings County, New York","1210","369","null","null","851","325","null","null","122","107","null","null","0","12","null","null","83","83","null","null","0","12","null","null","18","null","18","null","136","141","null","null","0","12","null","null","136","141","null","null",
"1500000US360470161002","Block Group 2, Census Tract 161, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470161003","Block Group 3, Census Tract 161, Kings County, New York","1251","314","null","null","623","177","null","null","228","236","null","null","4","9","null","null","91","70","null","null","0","12","null","null","232","null","299","null","73","58","null","null","0","12","null","null","73","58","null","null",
"1500000US360470161004","Block Group 4, Census Tract 161, Kings County, New York","1091","256","null","null","987","258","null","null","16","18","null","null","0","12","null","null","54","44","null","null","0","12","null","null","0","null","12","null","34","34","null","null","16","26","null","null","18","20","null","null",
"1500000US360470162001","Block Group 1, Census Tract 162, Kings County, New York","1081","389","null","null","501","194","null","null","97","120","null","null","0","12","null","null","75","93","null","null","0","12","null","null","255","null","334","null","153","227","null","null","141","226","null","null","12","20","null","null",
"1500000US360470162002","Block Group 2, Census Tract 162, Kings County, New York","1088","258","null","null","916","257","null","null","11","18","null","null","0","12","null","null","20","26","null","null","0","12","null","null","47","null","81","null","94","48","null","null","32","44","null","null","62","45","null","null",
"1500000US360470163001","Block Group 1, Census Tract 163, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470163002","Block Group 2, Census Tract 163, Kings County, New York","1413","605","null","null","1001","577","null","null","257","226","null","null","3","5","null","null","65","47","null","null","0","12","null","null","18","null","25","null","69","58","null","null","13","18","null","null","56","55","null","null",
"1500000US360470163003","Block Group 3, Census Tract 163, Kings County, New York","1308","275","null","null","1038","257","null","null","171","108","null","null","0","12","null","null","42","39","null","null","0","12","null","null","8","null","16","null","49","47","null","null","0","12","null","null","49","47","null","null",
"1500000US360470163004","Block Group 4, Census Tract 163, Kings County, New York","768","291","null","null","469","198","null","null","214","207","null","null","0","12","null","null","20","21","null","null","0","12","null","null","52","null","69","null","13","20","null","null","13","20","null","null","0","12","null","null",
"1500000US360470164000","Block Group 0, Census Tract 164, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470164001","Block Group 1, Census Tract 164, Kings County, New York","1326","538","null","null","703","387","null","null","431","315","null","null","0","12","null","null","92","61","null","null","25","47","null","null","2","null","4","null","73","66","null","null","0","12","null","null","73","66","null","null",
"1500000US360470165001","Block Group 1, Census Tract 165, Kings County, New York","1858","462","null","null","1461","378","null","null","68","90","null","null","20","32","null","null","141","174","null","null","0","12","null","null","23","null","36","null","145","132","null","null","0","12","null","null","145","132","null","null",
"1500000US360470165002","Block Group 2, Census Tract 165, Kings County, New York","1654","368","null","null","1277","336","null","null","3","3","null","null","0","12","null","null","146","118","null","null","0","12","null","null","23","null","26","null","205","137","null","null","29","48","null","null","176","130","null","null",
"1500000US360470165003","Block Group 3, Census Tract 165, Kings County, New York","1266","455","null","null","999","404","null","null","74","66","null","null","0","12","null","null","91","91","null","null","0","12","null","null","0","null","12","null","102","106","null","null","0","12","null","null","102","106","null","null",
"1500000US360470165004","Block Group 4, Census Tract 165, Kings County, New York","1195","666","null","null","975","579","null","null","0","12","null","null","42","66","null","null","92","69","null","null","0","12","null","null","73","null","173","null","13","22","null","null","0","12","null","null","13","22","null","null",
"1500000US360470166001","Block Group 1, Census Tract 166, Kings County, New York","1015","203","null","null","930","176","null","null","0","12","null","null","0","12","null","null","85","115","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470166002","Block Group 2, Census Tract 166, Kings County, New York","837","213","null","null","673","187","null","null","0","12","null","null","0","12","null","null","118","81","null","null","0","12","null","null","10","null","16","null","36","38","null","null","21","31","null","null","15","22","null","null",
"1500000US360470167001","Block Group 1, Census Tract 167, Kings County, New York","1349","369","null","null","1272","351","null","null","22","32","null","null","0","12","null","null","33","38","null","null","0","12","null","null","0","null","12","null","22","37","null","null","0","12","null","null","22","37","null","null",
"1500000US360470167002","Block Group 2, Census Tract 167, Kings County, New York","1090","473","null","null","605","235","null","null","22","34","null","null","0","12","null","null","362","426","null","null","0","12","null","null","19","null","30","null","82","109","null","null","12","19","null","null","70","108","null","null",
"1500000US360470167003","Block Group 3, Census Tract 167, Kings County, New York","1280","426","null","null","1069","425","null","null","24","33","null","null","0","12","null","null","163","136","null","null","0","12","null","null","0","null","12","null","24","41","null","null","0","12","null","null","24","41","null","null",
"1500000US360470167004","Block Group 4, Census Tract 167, Kings County, New York","1187","327","null","null","1099","336","null","null","45","66","null","null","0","12","null","null","43","45","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470168000","Block Group 0, Census Tract 168, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470168001","Block Group 1, Census Tract 168, Kings County, New York","1924","340","null","null","1298","335","null","null","0","12","null","null","0","12","null","null","579","177","null","null","0","12","null","null","0","null","12","null","47","57","null","null","0","12","null","null","47","57","null","null",
"1500000US360470169001","Block Group 1, Census Tract 169, Kings County, New York","1037","610","null","null","818","596","null","null","0","12","null","null","0","12","null","null","158","101","null","null","0","12","null","null","0","null","12","null","61","106","null","null","0","12","null","null","61","106","null","null",
"1500000US360470169002","Block Group 2, Census Tract 169, Kings County, New York","1328","479","null","null","1101","478","null","null","17","32","null","null","0","12","null","null","185","114","null","null","0","12","null","null","17","null","42","null","8","17","null","null","0","12","null","null","8","17","null","null",
"1500000US360470169003","Block Group 3, Census Tract 169, Kings County, New York","852","399","null","null","594","254","null","null","0","12","null","null","0","12","null","null","46","72","null","null","0","12","null","null","212","null","237","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470169004","Block Group 4, Census Tract 169, Kings County, New York","958","276","null","null","740","230","null","null","0","12","null","null","0","12","null","null","39","43","null","null","0","12","null","null","109","null","166","null","70","73","null","null","0","12","null","null","70","73","null","null",
"1500000US360470169005","Block Group 5, Census Tract 169, Kings County, New York","642","294","null","null","575","286","null","null","23","36","null","null","0","12","null","null","23","37","null","null","0","12","null","null","0","null","12","null","21","27","null","null","15","24","null","null","6","15","null","null",
"1500000US360470170001","Block Group 1, Census Tract 170, Kings County, New York","750","201","null","null","285","131","null","null","0","12","null","null","0","12","null","null","386","176","null","null","0","12","null","null","79","null","128","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470170002","Block Group 2, Census Tract 170, Kings County, New York","899","241","null","null","426","149","null","null","0","12","null","null","0","12","null","null","473","240","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470170003","Block Group 3, Census Tract 170, Kings County, New York","1286","466","null","null","765","403","null","null","0","12","null","null","0","12","null","null","503","255","null","null","0","12","null","null","18","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470171001","Block Group 1, Census Tract 171, Kings County, New York","1647","676","null","null","1302","630","null","null","4","4","null","null","0","12","null","null","219","191","null","null","0","12","null","null","28","null","46","null","94","94","null","null","46","66","null","null","48","64","null","null",
"1500000US360470171002","Block Group 2, Census Tract 171, Kings County, New York","711","204","null","null","673","195","null","null","15","23","null","null","0","12","null","null","11","17","null","null","0","12","null","null","0","null","12","null","12","19","null","null","0","12","null","null","12","19","null","null",
"1500000US360470171003","Block Group 3, Census Tract 171, Kings County, New York","959","298","null","null","776","235","null","null","0","12","null","null","0","12","null","null","94","74","null","null","0","12","null","null","64","null","107","null","25","38","null","null","25","38","null","null","0","12","null","null",
"1500000US360470171004","Block Group 4, Census Tract 171, Kings County, New York","896","266","null","null","770","259","null","null","0","12","null","null","0","12","null","null","45","65","null","null","0","12","null","null","64","null","74","null","17","27","null","null","0","12","null","null","17","27","null","null",
"1500000US360470172001","Block Group 1, Census Tract 172, Kings County, New York","1867","554","null","null","718","329","null","null","51","72","null","null","0","12","null","null","737","339","null","null","0","12","null","null","151","null","208","null","210","314","null","null","181","297","null","null","29","94","null","null",
"1500000US360470172002","Block Group 2, Census Tract 172, Kings County, New York","1408","326","null","null","685","247","null","null","10","15","null","null","0","12","null","null","537","250","null","null","24","40","null","null","115","null","145","null","37","77","null","null","37","77","null","null","0","12","null","null",
"1500000US360470174000","Block Group 0, Census Tract 174, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470174001","Block Group 1, Census Tract 174, Kings County, New York","1241","155","null","null","667","151","null","null","0","12","null","null","6","13","null","null","505","123","null","null","0","12","null","null","10","null","18","null","53","62","null","null","8","11","null","null","45","61","null","null",
"1500000US360470174002","Block Group 2, Census Tract 174, Kings County, New York","914","275","null","null","545","189","null","null","0","12","null","null","0","12","null","null","218","148","null","null","0","12","null","null","143","null","124","null","8","11","null","null","8","11","null","null","0","12","null","null",
"1500000US360470175001","Block Group 1, Census Tract 175, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470176000","Block Group 0, Census Tract 176, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470176001","Block Group 1, Census Tract 176, Kings County, New York","976","211","null","null","445","161","null","null","0","12","null","null","0","12","null","null","373","174","null","null","0","12","null","null","64","null","77","null","94","92","null","null","65","85","null","null","29","39","null","null",
"1500000US360470176002","Block Group 2, Census Tract 176, Kings County, New York","1479","289","null","null","1010","196","null","null","22","28","null","null","0","12","null","null","358","199","null","null","0","12","null","null","78","null","115","null","11","12","null","null","6","9","null","null","5","8","null","null",
"1500000US360470177001","Block Group 1, Census Tract 177, Kings County, New York","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470178001","Block Group 1, Census Tract 178, Kings County, New York","1095","255","null","null","485","185","null","null","51","53","null","null","0","12","null","null","335","130","null","null","0","12","null","null","214","null","178","null","10","13","null","null","0","12","null","null","10","13","null","null",
"1500000US360470178002","Block Group 2, Census Tract 178, Kings County, New York","1946","438","null","null","834","284","null","null","26","32","null","null","0","12","null","null","902","361","null","null","4","8","null","null","180","null","198","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470179001","Block Group 1, Census Tract 179, Kings County, New York","916","317","null","null","30","31","null","null","665","285","null","null","94","143","null","null","0","12","null","null","0","12","null","null","81","null","112","null","46","55","null","null","12","18","null","null","34","52","null","null",
"1500000US360470179002","Block Group 2, Census Tract 179, Kings County, New York","2633","733","null","null","692","173","null","null","663","269","null","null","0","12","null","null","430","216","null","null","0","12","null","null","83","null","84","null","765","660","null","null","501","589","null","null","264","190","null","null",
"1500000US360470179003","Block Group 3, Census Tract 179, Kings County, New York","836","340","null","null","309","116","null","null","351","333","null","null","0","12","null","null","18","19","null","null","0","12","null","null","0","null","12","null","158","112","null","null","59","72","null","null","99","75","null","null",
"1500000US360470180001","Block Group 1, Census Tract 180, Kings County, New York","1784","387","null","null","670","289","null","null","0","12","null","null","0","12","null","null","921","372","null","null","0","12","null","null","83","null","87","null","110","121","null","null","90","97","null","null","20","32","null","null",
"1500000US360470180002","Block Group 2, Census Tract 180, Kings County, New York","1640","692","null","null","927","645","null","null","0","12","null","null","0","12","null","null","482","214","null","null","0","12","null","null","216","null","284","null","15","23","null","null","0","12","null","null","15","23","null","null",
"1500000US360470181001","Block Group 1, Census Tract 181, Kings County, New York","790","322","null","null","346","188","null","null","372","253","null","null","0","12","null","null","72","59","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470181002","Block Group 2, Census Tract 181, Kings County, New York","881","405","null","null","540","213","null","null","48","55","null","null","0","12","null","null","16","25","null","null","0","12","null","null","16","null","24","null","261","287","null","null","0","12","null","null","261","287","null","null",
"1500000US360470181003","Block Group 3, Census Tract 181, Kings County, New York","1250","368","null","null","1033","377","null","null","120","103","null","null","0","12","null","null","81","71","null","null","0","12","null","null","0","null","12","null","16","25","null","null","0","12","null","null","16","25","null","null",
"1500000US360470181004","Block Group 4, Census Tract 181, Kings County, New York","864","239","null","null","601","190","null","null","129","101","null","null","0","12","null","null","43","51","null","null","0","12","null","null","45","null","68","null","46","70","null","null","0","12","null","null","46","70","null","null",
"1500000US360470182001","Block Group 1, Census Tract 182, Kings County, New York","841","285","null","null","231","116","null","null","46","75","null","null","0","12","null","null","472","227","null","null","0","12","null","null","92","null","151","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470182002","Block Group 2, Census Tract 182, Kings County, New York","2580","476","null","null","799","244","null","null","0","12","null","null","0","12","null","null","1471","366","null","null","0","12","null","null","122","null","129","null","188","189","null","null","3","8","null","null","185","189","null","null",
"1500000US360470183001","Block Group 1, Census Tract 183, Kings County, New York","1367","436","null","null","752","205","null","null","159","137","null","null","0","12","null","null","51","44","null","null","0","12","null","null","49","null","49","null","356","267","null","null","63","97","null","null","293","248","null","null",
"1500000US360470183002","Block Group 2, Census Tract 183, Kings County, New York","637","196","null","null","464","157","null","null","126","151","null","null","0","12","null","null","24","23","null","null","0","12","null","null","0","null","12","null","23","27","null","null","0","12","null","null","23","27","null","null",
"1500000US360470183003","Block Group 3, Census Tract 183, Kings County, New York","659","212","null","null","563","204","null","null","19","26","null","null","0","12","null","null","34","36","null","null","0","12","null","null","10","null","15","null","33","36","null","null","0","12","null","null","33","36","null","null",
"1500000US360470184001","Block Group 1, Census Tract 184, Kings County, New York","1185","240","null","null","406","131","null","null","0","12","null","null","0","12","null","null","700","203","null","null","0","12","null","null","11","null","12","null","68","62","null","null","7","10","null","null","61","61","null","null",
"1500000US360470184002","Block Group 2, Census Tract 184, Kings County, New York","1133","186","null","null","636","160","null","null","0","12","null","null","0","12","null","null","448","142","null","null","0","12","null","null","16","null","20","null","33","43","null","null","33","43","null","null","0","12","null","null",
"1500000US360470185011","Block Group 1, Census Tract 185.01, Kings County, New York","674","262","null","null","500","258","null","null","95","68","null","null","0","12","null","null","42","36","null","null","0","12","null","null","7","null","15","null","30","26","null","null","0","12","null","null","30","26","null","null",
"1500000US360470185012","Block Group 2, Census Tract 185.01, Kings County, New York","942","257","null","null","72","87","null","null","698","247","null","null","0","12","null","null","88","84","null","null","0","12","null","null","46","null","48","null","38","42","null","null","0","12","null","null","38","42","null","null",
"1500000US360470185013","Block Group 3, Census Tract 185.01, Kings County, New York","1251","564","null","null","144","143","null","null","637","327","null","null","0","12","null","null","15","30","null","null","0","12","null","null","328","null","414","null","127","177","null","null","114","175","null","null","13","20","null","null",
"1500000US360470185014","Block Group 4, Census Tract 185.01, Kings County, New York","1263","403","null","null","71","71","null","null","899","311","null","null","0","12","null","null","34","52","null","null","0","12","null","null","223","null","244","null","36","59","null","null","0","12","null","null","36","59","null","null",
"1500000US360470186001","Block Group 1, Census Tract 186, Kings County, New York","1398","374","null","null","674","320","null","null","0","12","null","null","0","12","null","null","636","175","null","null","0","12","null","null","88","null","129","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470186002","Block Group 2, Census Tract 186, Kings County, New York","857","201","null","null","496","146","null","null","0","12","null","null","0","12","null","null","289","167","null","null","0","12","null","null","68","null","101","null","4","6","null","null","0","12","null","null","4","6","null","null",
"1500000US360470187001","Block Group 1, Census Tract 187, Kings County, New York","1459","271","null","null","788","197","null","null","264","134","null","null","0","12","null","null","129","69","null","null","0","12","null","null","146","null","124","null","132","76","null","null","25","22","null","null","107","70","null","null",
"1500000US360470188001","Block Group 1, Census Tract 188, Kings County, New York","1150","245","null","null","652","198","null","null","21","27","null","null","0","12","null","null","237","147","null","null","0","12","null","null","159","null","132","null","81","85","null","null","29","28","null","null","52","85","null","null",
"1500000US360470188002","Block Group 2, Census Tract 188, Kings County, New York","1755","368","null","null","1030","361","null","null","0","12","null","null","0","12","null","null","689","170","null","null","0","12","null","null","0","null","12","null","36","42","null","null","0","12","null","null","36","42","null","null",
"1500000US360470190001","Block Group 1, Census Tract 190, Kings County, New York","1464","420","null","null","379","178","null","null","0","12","null","null","37","58","null","null","790","341","null","null","0","12","null","null","251","null","259","null","7","10","null","null","0","12","null","null","7","10","null","null",
"1500000US360470190002","Block Group 2, Census Tract 190, Kings County, New York","954","315","null","null","297","168","null","null","21","35","null","null","51","78","null","null","449","262","null","null","0","12","null","null","89","null","119","null","47","52","null","null","30","48","null","null","17","20","null","null",
"1500000US360470190003","Block Group 3, Census Tract 190, Kings County, New York","2125","542","null","null","738","307","null","null","10","13","null","null","0","12","null","null","1208","565","null","null","0","12","null","null","169","null","229","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470191001","Block Group 1, Census Tract 191, Kings County, New York","1221","402","null","null","787","369","null","null","137","104","null","null","0","12","null","null","131","74","null","null","0","12","null","null","59","null","60","null","107","63","null","null","0","12","null","null","107","63","null","null",
